Row Labels,Count of Category
"['Juice Bars & Smoothies', 'Burgers', 'Sandwiches']",1
"['Juice Bars & Smoothies', 'Cafes']",1
"['Juice Bars & Smoothies', 'Chicken Wings']",1
"['Juice Bars & Smoothies', 'Coffee & Tea', 'Breakfast & Brunch']",1
"['Juice Bars & Smoothies', 'Coffee & Tea', 'Cafes']",1
"['Juice Bars & Smoothies', 'Coffee & Tea', 'Sandwiches']",1
"['Juice Bars & Smoothies', 'Creperies', 'Gelato']",1
"['Juice Bars & Smoothies', 'Food Stands']",2
"['Juice Bars & Smoothies', 'Gluten-Free', 'Acai Bowls']",2
"['Juice Bars & Smoothies', 'Ice Cream & Frozen Yogurt', 'Fast Food']",1
"['Juice Bars & Smoothies', 'Ice Cream & Frozen Yogurt', 'Waffles']",1
"['Juice Bars & Smoothies', 'Live/Raw Food', 'Vegetarian']",1
"['Juice Bars & Smoothies', 'Mexican', 'Breakfast & Brunch']",1
"['Juice Bars & Smoothies', 'Mexican', 'Ice Cream & Frozen Yogurt']",1
"['Juice Bars & Smoothies', 'Mexican']",1
"['Juice Bars & Smoothies', 'Organic Stores', 'Vegan']",1
"['Juice Bars & Smoothies', 'Salad', 'Soup']",1
"['Juice Bars & Smoothies', 'Sandwiches', 'Breakfast & Brunch']",1
"['Juice Bars & Smoothies', 'Sandwiches', 'Cafes']",1
"['Juice Bars & Smoothies', 'Sandwiches', 'Coffee & Tea']",2
"['Juice Bars & Smoothies', 'Sandwiches', 'Food Stands']",1
"['Juice Bars & Smoothies', 'Sandwiches', 'Salad']",2
"['Juice Bars & Smoothies', 'Sandwiches']",1
"['Juice Bars & Smoothies', 'Soup', 'Sandwiches']",1
"['Juice Bars & Smoothies', 'Vegan', 'Acai Bowls']",1
"['Juice Bars & Smoothies', 'Vegan', 'Gluten-Free']",1
"['Juice Bars & Smoothies', 'Vegan', 'Live/Raw Food']",1
"['Juice Bars & Smoothies', 'Vegan']",1
"['Juice Bars & Smoothies', 'Vegetarian', 'Asian Fusion']",1
"['Juice Bars & Smoothies', 'Vegetarian']",1
"['Juice Bars & Smoothies', 'Wraps']",1
"['Karaoke', 'American (Traditional)', 'Sports Bars']",1
"['Karaoke', 'American (Traditional)']",1
"['Karaoke', 'Cafes', 'Chinese']",1
"['Karaoke', 'Cafes', 'Seafood']",1
"['Karaoke', 'Cafes']",1
"['Karaoke', 'Cocktail Bars', 'Pan Asian']",1
"['Karaoke', 'Dive Bars', 'Seafood']",1
"['Karaoke', 'Pubs', 'Fish & Chips']",1
"['Karaoke', 'Sandwiches', 'Cocktail Bars']",1
"['Karaoke', 'Sports Bars', 'American (New)']",1
"['Karaoke', 'Taiwanese']",1
"['Karaoke', 'Vietnamese']",1
"['Kebab', 'Afghan', 'Caterers']",1
"['Kebab', 'Falafel', 'Middle Eastern']",1
"['Kebab', 'Halal', 'Asian Fusion']",2
"['Kebab', 'Turkish']",1
['Kebab'],1
"['Kids Activities', 'Cafes', 'Party & Event Planning']",1
"['Kids Activities', 'Pizza', 'Arcades']",1
"['Korean', 'American (New)', 'Breakfast & Brunch']",2
"['Korean', 'American (New)', 'Ramen']",1
"['Korean', 'American (New)']",1
"['Korean', 'Asian Fusion', 'Barbeque']",1
"['Korean', 'Asian Fusion', 'Beer Bar']",1
"['Korean', 'Asian Fusion', 'Chicken Wings']",6
"['Korean', 'Asian Fusion', 'Cocktail Bars']",1
"['Korean', 'Asian Fusion', 'Hawaiian']",1
"['Korean', 'Asian Fusion', 'Mexican']",1
"['Korean', 'Asian Fusion', 'Ramen']",1
"['Korean', 'Asian Fusion', 'Specialty Food']",1
"['Korean', 'Asian Fusion', 'Sports Bars']",1
"['Korean', 'Asian Fusion', 'Tapas Bars']",2
"['Korean', 'Asian Fusion']",5
"['Korean', 'Barbeque', 'Asian Fusion']",2
"['Korean', 'Barbeque', 'Do-It-Yourself Food']",2
"['Korean', 'Barbeque', 'Hot Pot']",4
"['Korean', 'Barbeque', 'Noodles']",1
"['Korean', 'Barbeque', 'Ramen']",1
"['Korean', 'Barbeque', 'Sandwiches']",1
"['Korean', 'Barbeque', 'Seafood']",4
"['Korean', 'Barbeque', 'Soup']",3
"['Korean', 'Barbeque']",36
"['Korean', 'Bars']",1
"['Korean', 'Buffets', 'Barbeque']",1
"['Korean', 'Cafes', 'Lounges']",1
"['Korean', 'Chicken Wings', 'Asian Fusion']",3
"['Korean', 'Chicken Wings', 'Beer Bar']",1
"['Korean', 'Chicken Wings', 'Salad']",1
"['Korean', 'Chicken Wings', 'Soup']",1
"['Korean', 'Chicken Wings', 'Sports Bars']",1
"['Korean', 'Chicken Wings']",2
"['Korean', 'Fish & Chips', 'Japanese']",1
"['Korean', 'Food Stands', 'Barbeque']",1
"['Korean', 'Food Trucks', 'Indian']",1
"['Korean', 'Food Trucks']",1
"['Korean', 'Gastropubs']",1
"['Korean', 'Hot Pot', 'Barbeque']",3
"['Korean', 'Japanese']",3
"['Korean', 'Lounges', 'Asian Fusion']",1
"['Korean', 'Lounges', 'Venues & Event Spaces']",1
"['Korean', 'Noodles', 'Soup']",1
"['Korean', 'Noodles', 'Vegetarian']",1
"['Korean', 'Noodles']",1
"['Korean', 'Ramen']",1
"['Korean', 'Salad', 'Seafood']",1
"['Korean', 'Seafood', 'Ramen']",1
"['Korean', 'Seafood']",1
"['Korean', 'Soup', 'Barbeque']",2
"['Korean', 'Soup', 'Noodles']",4
"['Korean', 'Soup', 'Seafood']",1
"['Korean', 'Soup']",6
"['Korean', 'Sushi Bars', 'Japanese']",1
"['Korean', 'Sushi Bars']",1
"['Korean', 'Tapas/Small Plates', 'Chicken Shop']",1
"['Korean', 'Tea Rooms', 'Bakeries']",1
"['Korean', 'Vegan', 'Vegetarian']",1
"['Korean', 'Vietnamese', 'Japanese']",1
['Korean'],96
['Kosher'],2
"['Laotian', 'Cocktail Bars', 'Whiskey Bars']",1
"['Laotian', 'Noodles', 'Soup']",1
"['Laotian', 'Noodles', 'Thai']",2
"['Laotian', 'Thai', 'Desserts']",1
"['Laotian', 'Thai']",3
['Laotian'],2
"['Latin American', 'American (New)', 'Puerto Rican']",1
"['Latin American', 'Argentine']",1
"['Latin American', 'Bakeries', 'Mexican']",1
"['Latin American', 'Bakeries']",1
"['Latin American', 'Barbeque', 'Cocktail Bars']",1
"['Latin American', 'Breakfast & Brunch', 'Burgers']",1
"['Latin American', 'Breakfast & Brunch', 'Diners']",1
"['Latin American', 'Breakfast & Brunch']",1
"['Latin American', 'Caribbean', 'Breakfast & Brunch']",1
"['Latin American', 'Caribbean']",1
"['Latin American', 'Cocktail Bars', 'Mexican']",1
"['Latin American', 'Cocktail Bars', 'Wine Bars']",1
"['Latin American', 'Cocktail Bars']",1
"['Latin American', 'Cuban', 'Tapas/Small Plates']",1
"['Latin American', 'Delis', 'Sandwiches']",1
"['Latin American', 'Desserts', 'Breakfast & Brunch']",2
"['Latin American', 'Empanadas', 'Salad']",1
"['Latin American', 'Food Stands', 'Salad']",1
"['Latin American', 'Food']",1
"['Latin American', 'Honduran']",2
"['Latin American', 'Lounges', 'Cocktail Bars']",1
"['Latin American', 'Mediterranean', 'Breakfast & Brunch']",1
"['Latin American', 'Mexican', 'Bars']",1
"['Latin American', 'Mexican', 'Food Trucks']",1
"['Latin American', 'Mexican']",9
"['Latin American', 'Nicaraguan', 'Mexican']",1
"['Latin American', 'Nicaraguan']",3
"['Latin American', 'Peruvian', 'Comfort Food']",1
"['Latin American', 'Peruvian', 'Seafood']",1
"['Latin American', 'Peruvian', 'Tapas/Small Plates']",1
"['Latin American', 'Peruvian', 'Wine Bars']",1
"['Latin American', 'Peruvian']",4
"['Latin American', 'Puerto Rican', 'Sandwiches']",1
"['Latin American', 'Puerto Rican']",1
"['Latin American', 'Sandwiches', 'Tacos']",1
"['Latin American', 'Seafood', 'Peruvian']",3
"['Latin American', 'Tacos', 'Tapas/Small Plates']",1
"['Latin American', 'Tapas Bars']",1
"['Latin American', 'Tapas/Small Plates', 'Cocktail Bars']",1
['Latin American'],22
"['Laundromat', 'Cafes']",2
"['Lebanese', 'Hookah Bars']",1
"['Lebanese', 'Mediterranean', 'Arabian']",1
['Lebanese'],1
"['Live/Raw Food', 'Seafood Markets', 'American (New)']",1
"['Live/Raw Food', 'Seafood', 'Ramen']",2
"['Live/Raw Food', 'Sushi Bars', 'Seafood']",1
"['Live/Raw Food', 'Vegan', 'Gluten-Free']",2
"['Local Flavor', 'Food Stands']",1
"['Local Flavor', 'Restaurants']",1
"['Lounges', 'American (New)', 'Breakfast & Brunch']",1
"['Lounges', 'American (New)', 'Cocktail Bars']",2
"['Lounges', 'American (New)']",7
"['Lounges', 'American (Traditional)', 'Cocktail Bars']",1
"['Lounges', 'American (Traditional)', 'Sports Bars']",1
"['Lounges', 'American (Traditional)']",4
"['Lounges', 'Asian Fusion']",2
"['Lounges', 'Breakfast & Brunch', 'American (New)']",1
"['Lounges', 'Breakfast & Brunch']",1
"['Lounges', 'Cocktail Bars', 'Pizza']",1
"['Lounges', 'Cocktail Bars', 'Sandwiches']",1
"['Lounges', 'Cocktail Bars', 'Tapas/Small Plates']",3
"['Lounges', 'Hot Pot', 'Chinese']",1
"['Lounges', 'Italian']",1
"['Lounges', 'Mediterranean', 'Tapas/Small Plates']",1
"['Lounges', 'Mexican', 'Sandwiches']",1
"['Lounges', 'Mexican', 'Venues & Event Spaces']",1
"['Lounges', 'Pizza', 'Sandwiches']",1
"['Lounges', 'Restaurants', 'Food']",1
"['Lounges', 'Seafood', 'Sushi Bars']",1
"['Lounges', 'Steakhouses', 'Sports Bars']",1
"['Lounges', 'Tapas/Small Plates']",2
"['Malaysian', 'Chinese', 'Thai']",1
"['Malaysian', 'Desserts', 'Singaporean']",1
"['Malaysian', 'Soup', 'Noodles']",1
"['Malaysian', 'Thai', 'Singaporean']",1
['Malaysian'],3
"['Meat Shops', 'Butcher', 'Sandwiches']",1
"['Meat Shops', 'Chinese', 'Imported Food']",1
"['Meat Shops', 'Delis', 'American (Traditional)']",1
"['Meat Shops', 'Delis', 'Barbeque']",1
"['Meat Shops', 'Delis', 'Butcher']",1
"['Meat Shops', 'Delis', 'Caterers']",1
"['Meat Shops', 'Delis', 'International Grocery']",1
"['Meat Shops', 'Delis', 'Sandwiches']",2
"['Meat Shops', 'Delis']",1
"['Meat Shops', 'Game Meat']",1
"['Meat Shops', 'Grocery', 'Mexican']",3
"['Meat Shops', 'International Grocery', 'Delis']",1
"['Meat Shops', 'Mexican', 'Grocery']",1
"['Meat Shops', 'Noodles', 'Ramen']",1
"['Meat Shops', 'Sandwiches', 'Butcher']",3
"['Meat Shops', 'Sandwiches']",1
"['Meat Shops', 'Wine Bars', 'Sandwiches']",1
"['Mediterranean', 'Afghan', 'Halal']",2
"['Mediterranean', 'Afghan', 'Indian']",1
"['Mediterranean', 'Afghan']",1
"['Mediterranean', 'African', 'Halal']",1
"['Mediterranean', 'American (New)', 'Seafood']",1
"['Mediterranean', 'American (New)']",1
"['Mediterranean', 'Arabian']",1
"['Mediterranean', 'Bars', 'Beer Gardens']",1
"['Mediterranean', 'Bars', 'Sandwiches']",1
"['Mediterranean', 'Bars']",1
"['Mediterranean', 'Breakfast & Brunch', 'Burgers']",1
"['Mediterranean', 'Breakfast & Brunch', 'Vegetarian']",1
"['Mediterranean', 'Breakfast & Brunch']",1
"['Mediterranean', 'Buffets', 'Breakfast & Brunch']",1
"['Mediterranean', 'Burgers', 'Middle Eastern']",1
"['Mediterranean', 'Cafes']",1
"['Mediterranean', 'Caterers', 'Greek']",1
"['Mediterranean', 'Caterers']",2
"['Mediterranean', 'Coffee & Tea', 'Creperies']",1
"['Mediterranean', 'Coffee & Tea', 'Sandwiches']",1
"['Mediterranean', 'Delis', 'Greek']",1
"['Mediterranean', 'Delis']",1
"['Mediterranean', 'Diners', 'Breakfast & Brunch']",1
"['Mediterranean', 'Fast Food', 'Food Delivery Services']",1
"['Mediterranean', 'Fast Food']",1
"['Mediterranean', 'Food Trucks']",4
"['Mediterranean', 'French', 'Italian']",1
"['Mediterranean', 'Gelato']",1
"['Mediterranean', 'Gluten-Free', 'Salad']",1
"['Mediterranean', 'Greek', 'Breakfast & Brunch']",2
"['Mediterranean', 'Greek', 'Burgers']",1
"['Mediterranean', 'Greek', 'Diners']",1
"['Mediterranean', 'Greek', 'Indian']",1
"['Mediterranean', 'Greek', 'Kebab']",2
"['Mediterranean', 'Greek', 'Lebanese']",1
"['Mediterranean', 'Greek', 'Middle Eastern']",1
"['Mediterranean', 'Greek', 'Turkish']",2
"['Mediterranean', 'Greek']",6
"['Mediterranean', 'Halal', 'Burgers']",1
"['Mediterranean', 'Halal', 'Caterers']",1
"['Mediterranean', 'Halal', 'Egyptian']",1
"['Mediterranean', 'Halal', 'Food Trucks']",2
"['Mediterranean', 'Halal', 'Gluten-Free']",1
"['Mediterranean', 'Halal', 'Kebab']",2
"['Mediterranean', 'Halal', 'Middle Eastern']",2
"['Mediterranean', 'Halal']",3
"['Mediterranean', 'Hookah Bars', 'Wraps']",1
"['Mediterranean', 'Hookah Bars']",1
"['Mediterranean', 'Imported Food']",1
"['Mediterranean', 'Indian', 'French']",1
"['Mediterranean', 'Italian', 'Greek']",1
"['Mediterranean', 'Italian', 'Seafood']",1
"['Mediterranean', 'Italian', 'Wineries']",1
"['Mediterranean', 'Italian']",1
"['Mediterranean', 'Kebab', 'Juice Bars & Smoothies']",1
"['Mediterranean', 'Kebab']",1
"['Mediterranean', 'Lebanese', 'Bars']",1
"['Mediterranean', 'Lebanese', 'Salad']",1
"['Mediterranean', 'Lebanese']",2
"['Mediterranean', 'Meat Shops']",1
"['Mediterranean', 'Mexican']",1
"['Mediterranean', 'Middle Eastern', 'American (New)']",1
"['Mediterranean', 'Middle Eastern', 'Bars']",1
"['Mediterranean', 'Middle Eastern', 'Breakfast & Brunch']",1
"['Mediterranean', 'Middle Eastern', 'Greek']",3
"['Mediterranean', 'Middle Eastern', 'Halal']",3
"['Mediterranean', 'Middle Eastern', 'Kebab']",1
"['Mediterranean', 'Middle Eastern', 'Salad']",1
"['Mediterranean', 'Middle Eastern', 'Syrian']",1
"['Mediterranean', 'Middle Eastern', 'Vegetarian']",2
"['Mediterranean', 'Middle Eastern']",4
"['Mediterranean', 'Moroccan', 'Lounges']",1
"['Mediterranean', 'Persian/Iranian', 'Middle Eastern']",1
"['Mediterranean', 'Persian/Iranian', 'Venues & Event Spaces']",2
"['Mediterranean', 'Pizza', 'Comfort Food']",1
"['Mediterranean', 'Pizza', 'Greek']",1
"['Mediterranean', 'Sandwiches', 'Delis']",1
"['Mediterranean', 'Sandwiches', 'Juice Bars & Smoothies']",1
"['Mediterranean', 'Sandwiches', 'Persian/Iranian']",1
"['Mediterranean', 'Scandinavian']",1
"['Mediterranean', 'Seafood', 'Tapas/Small Plates']",1
"['Mediterranean', 'Tapas/Small Plates', 'Breakfast & Brunch']",1
"['Mediterranean', 'Tapas/Small Plates']",2
"['Mediterranean', 'Turkish', 'Greek']",2
"['Mediterranean', 'Turkish', 'Halal']",5
"['Mediterranean', 'Turkish', 'Hookah Bars']",1
"['Mediterranean', 'Turkish', 'Kebab']",1
"['Mediterranean', 'Turkish', 'Middle Eastern']",2
"['Mediterranean', 'Turkish', 'Salad']",1
"['Mediterranean', 'Turkish', 'Venues & Event Spaces']",1
"['Mediterranean', 'Turkish']",4
"['Mediterranean', 'Vegan', 'Vegetarian']",1
"['Mediterranean', 'Vegetarian', 'Breakfast & Brunch']",1
"['Mediterranean', 'Venues & Event Spaces', 'Persian/Iranian']",1
"['Mediterranean', 'Wine Bars', 'Arabian']",1
"['Mediterranean', 'Wine Bars', 'Cocktail Bars']",1
"['Mediterranean', 'Wine Bars']",1
['Mediterranean'],42
"['Mexican', 'Afghan', 'Halal']",1
"['Mexican', 'Afghan']",1
"['Mexican', 'American (New)']",3
"['Mexican', 'American (Traditional)']",5
"['Mexican', 'Bakeries']",4
"['Mexican', 'Barbeque', 'Seafood']",1
"['Mexican', 'Bars', 'Breakfast & Brunch']",8
"['Mexican', 'Bars', 'Caterers']",1
"['Mexican', 'Bars', 'Desserts']",1
"['Mexican', 'Bars', 'Karaoke']",1
"['Mexican', 'Bars', 'Music Venues']",1
"['Mexican', 'Bars', 'Salvadoran']",1
"['Mexican', 'Bars', 'Seafood']",7
"['Mexican', 'Bars', 'Soup']",1
"['Mexican', 'Bars', 'Steakhouses']",1
"['Mexican', 'Bars']",24
"['Mexican', 'Beer Bar', 'Wine Bars']",1
"['Mexican', 'Beer Bar']",4
"['Mexican', 'Beer Gardens']",1
"['Mexican', 'Beer, Wine & Spirits']",2
"['Mexican', 'Breakfast & Brunch', 'American (Traditional)']",1
"['Mexican', 'Breakfast & Brunch', 'Bars']",2
"['Mexican', 'Breakfast & Brunch', 'Caterers']",1
"['Mexican', 'Breakfast & Brunch', 'Cocktail Bars']",4
"['Mexican', 'Breakfast & Brunch', 'Desserts']",1
"['Mexican', 'Breakfast & Brunch', 'Fast Food']",1
"['Mexican', 'Breakfast & Brunch', 'Food Trucks']",2
"['Mexican', 'Breakfast & Brunch', 'Latin American']",1
"['Mexican', 'Breakfast & Brunch', 'Seafood']",4
"['Mexican', 'Breakfast & Brunch', 'Soup']",1
"['Mexican', 'Breakfast & Brunch', 'Sports Bars']",1
"['Mexican', 'Breakfast & Brunch', 'Tapas/Small Plates']",3
"['Mexican', 'Breakfast & Brunch', 'Vegetarian']",1
"['Mexican', 'Breakfast & Brunch']",32
"['Mexican', 'Buffets']",1
"['Mexican', 'Burgers', 'Breakfast & Brunch']",1
"['Mexican', 'Burgers', 'Pizza']",1
"['Mexican', 'Burgers', 'Salad']",1
"['Mexican', 'Burgers', 'Sandwiches']",2
"['Mexican', 'Cafes']",1
"['Mexican', 'Caterers', 'Food Trucks']",1
"['Mexican', 'Caterers']",8
"['Mexican', 'Chicken Shop', 'Farmers Market']",1
"['Mexican', 'Cocktail Bars', 'Salad']",1
"['Mexican', 'Cocktail Bars', 'Sandwiches']",1
"['Mexican', 'Cocktail Bars', 'Tex-Mex']",1
"['Mexican', 'Cocktail Bars', 'Venues & Event Spaces']",1
"['Mexican', 'Cocktail Bars']",15
"['Mexican', 'Coffee & Tea', 'Breakfast & Brunch']",1
"['Mexican', 'Coffee & Tea']",1
"['Mexican', 'Comfort Food', 'Gluten-Free']",1
"['Mexican', 'Convenience Stores']",1
"['Mexican', 'Cuban', 'Latin American']",1
"['Mexican', 'Cuban', 'Salvadoran']",1
"['Mexican', 'Delis', 'Fast Food']",1
"['Mexican', 'Delis']",2
"['Mexican', 'Desserts', 'Seafood']",2
"['Mexican', 'Desserts']",1
"['Mexican', 'Empanadas']",1
"['Mexican', 'Farmers Market']",1
"['Mexican', 'Fast Food', 'Breakfast & Brunch']",2
"['Mexican', 'Fast Food', 'Food Stands']",1
"['Mexican', 'Fast Food', 'Food']",1
"['Mexican', 'Fast Food', 'Latin American']",1
"['Mexican', 'Fast Food']",9
"['Mexican', 'Fish & Chips']",1
"['Mexican', 'Food Stands', 'Barbeque']",1
"['Mexican', 'Food Stands']",33
"['Mexican', 'Food Trucks', 'Caterers']",1
"['Mexican', 'Food Trucks', 'Seafood']",2
"['Mexican', 'Food Trucks']",96
"['Mexican', 'Food']",1
"['Mexican', 'French']",1
"['Mexican', 'Gluten-Free', 'Vegetarian']",1
"['Mexican', 'Greek', 'Vegan']",1
"['Mexican', 'Grocery', 'Beer, Wine & Spirits']",1
"['Mexican', 'Grocery', 'Meat Shops']",1
"['Mexican', 'Grocery']",3
"['Mexican', 'Hot Dogs']",1
"['Mexican', 'Ice Cream & Frozen Yogurt', 'Meat Shops']",1
"['Mexican', 'Ice Cream & Frozen Yogurt']",2
"['Mexican', 'Imported Food']",3
"['Mexican', 'International Grocery']",1
"['Mexican', 'Italian']",3
"['Mexican', 'Juice Bars & Smoothies', 'Sandwiches']",1
"['Mexican', 'Juice Bars & Smoothies']",1
"['Mexican', 'Korean', 'Latin American']",1
"['Mexican', 'Latin American', 'Bars']",1
"['Mexican', 'Latin American', 'Breakfast & Brunch']",1
"['Mexican', 'Latin American', 'Food Trucks']",1
"['Mexican', 'Latin American', 'Seafood']",1
"['Mexican', 'Latin American', 'Sports Bars']",1
"['Mexican', 'Latin American', 'Tex-Mex']",1
"['Mexican', 'Latin American']",19
"['Mexican', 'Meat Shops', 'Caterers']",1
"['Mexican', 'Meat Shops']",1
"['Mexican', 'Middle Eastern', 'Burgers']",1
"['Mexican', 'Music Venues']",1
"['Mexican', 'Nicaraguan', 'Salvadoran']",1
"['Mexican', 'Party & Event Planning']",1
"['Mexican', 'Peruvian', 'Pizza']",1
"['Mexican', 'Peruvian']",1
"['Mexican', 'Pop-Up Restaurants']",1
"['Mexican', 'Pubs']",2
"['Mexican', 'Salad', 'Breakfast & Brunch']",4
"['Mexican', 'Salad', 'Seafood']",3
"['Mexican', 'Salad', 'Tex-Mex']",1
"['Mexican', 'Salad', 'Vegetarian']",1
"['Mexican', 'Salad']",1
"['Mexican', 'Salvadoran', 'Seafood']",2
"['Mexican', 'Salvadoran', 'Soup']",1
"['Mexican', 'Salvadoran']",14
"['Mexican', 'Sandwiches']",2
"['Mexican', 'Seafood', 'Bars']",2
"['Mexican', 'Seafood', 'Beer Bar']",3
"['Mexican', 'Seafood', 'Beer, Wine & Spirits']",1
"['Mexican', 'Seafood', 'Breakfast & Brunch']",15
"['Mexican', 'Seafood', 'Cocktail Bars']",1
"['Mexican', 'Seafood', 'Fast Food']",2
"['Mexican', 'Seafood', 'Fish & Chips']",2
"['Mexican', 'Seafood', 'Karaoke']",1
"['Mexican', 'Seafood', 'Peruvian']",1
"['Mexican', 'Seafood', 'Salad']",3
"['Mexican', 'Seafood', 'Sandwiches']",1
"['Mexican', 'Seafood', 'Steakhouses']",1
"['Mexican', 'Seafood', 'Vegetarian']",1
"['Mexican', 'Seafood', 'Wraps']",1
"['Mexican', 'Seafood']",27
"['Mexican', 'Spanish', 'Bars']",1
"['Mexican', 'Spanish', 'Salvadoran']",1
"['Mexican', 'Spanish', 'Sports Bars']",1
"['Mexican', 'Spanish']",1
"['Mexican', 'Specialty Food']",1
"['Mexican', 'Sports Bars', 'Breakfast & Brunch']",1
"['Mexican', 'Sports Bars', 'Seafood']",1
"['Mexican', 'Sports Bars']",9
"['Mexican', 'Steakhouses', 'Breakfast & Brunch']",1
"['Mexican', 'Street Vendors']",4
"['Mexican', 'Sushi Bars']",2
"['Mexican', 'Tapas/Small Plates', 'Desserts']",1
"['Mexican', 'Tapas/Small Plates', 'Tapas Bars']",1
"['Mexican', 'Tex-Mex', 'Fast Food']",1
"['Mexican', 'Tex-Mex', 'Sandwiches']",1
"['Mexican', 'Tex-Mex']",3
"['Mexican', 'Vegan', 'Food Stands']",1
"['Mexican', 'Vegan', 'Food Trucks']",1
"['Mexican', 'Vegan', 'Peruvian']",1
"['Mexican', 'Vegan']",1
"['Mexican', 'Vegetarian', 'Food Trucks']",1
"['Mexican', 'Vegetarian', 'Soup']",1
"['Mexican', 'Vegetarian']",3
"['Mexican', 'Venues & Event Spaces']",4
"['Mexican', 'Wine Bars', 'Beer Bar']",1
['Mexican'],1106
"['Middle Eastern', 'Afghan', 'Halal']",1
"['Middle Eastern', 'Afghan']",1
"['Middle Eastern', 'Arabian', 'Street Vendors']",1
"['Middle Eastern', 'Beer, Wine & Spirits', 'Convenience Stores']",1
"['Middle Eastern', 'Coffee & Tea', 'Wraps']",1
"['Middle Eastern', 'Falafel', 'Fast Food']",1
"['Middle Eastern', 'Falafel', 'Halal']",1
"['Middle Eastern', 'Falafel']",2
"['Middle Eastern', 'Food Trucks', 'Halal']",1
"['Middle Eastern', 'Greek', 'Falafel']",1
"['Middle Eastern', 'Greek', 'Mediterranean']",1
"['Middle Eastern', 'Grocery', 'Imported Food']",1
"['Middle Eastern', 'Halal', 'Arabian']",1
"['Middle Eastern', 'Halal', 'Caterers']",1
"['Middle Eastern', 'Halal', 'International Grocery']",1
"['Middle Eastern', 'Halal', 'Juice Bars & Smoothies']",1
"['Middle Eastern', 'Halal', 'Mediterranean']",1
"['Middle Eastern', 'Halal']",1
"['Middle Eastern', 'Juice Bars & Smoothies']",1
"['Middle Eastern', 'Mediterranean', 'Afghan']",1
"['Middle Eastern', 'Mediterranean', 'Arabian']",2
"['Middle Eastern', 'Mediterranean', 'Halal']",1
"['Middle Eastern', 'Mediterranean', 'Sandwiches']",1
"['Middle Eastern', 'Mediterranean']",7
"['Middle Eastern', 'Pakistani', 'Afghan']",1
"['Middle Eastern', 'Persian/Iranian', 'Mediterranean']",2
"['Middle Eastern', 'Persian/Iranian']",5
"['Middle Eastern', 'Salad', 'Burgers']",1
"['Middle Eastern', 'Turkish', 'Halal']",1
"['Middle Eastern', 'Turkish', 'Mediterranean']",1
"['Middle Eastern', 'Venues & Event Spaces', 'Persian/Iranian']",1
"['Middle Eastern', 'Wine Bars', 'Tapas/Small Plates']",1
['Middle Eastern'],10
"['Mini Golf', 'American (New)', 'Bars']",1
"['Modern European', 'Bars']",1
"['Modern European', 'Italian', 'Bakeries']",1
"['Modern European', 'Specialty Food']",1
['Modern European'],1
"['Mongolian', 'Barbeque']",2
"['Mongolian', 'Chinese']",1
"['Mongolian', 'Hot Pot', 'Chinese']",1
"['Mongolian', 'Russian', 'Asian Fusion']",1
