,Name,Lat_Restaurant,Lng_Restaurant,Address,Zip,Rating,# of Reviews,Price Level,Category,Yelp ID,City,County
3397,Valley Inn of San Geronimo,38.01413,-122.66748,625 San Geronimo Vly,94963,4,5,unavailable,Hotels,avD0ccIDui2BN2tfe3iF_g,San Geronimo,Marin County
3398,Woodacre Country Market & Deli,38.01307015,-122.6435137,175 San Geronimo Valley Dr,94973,4,20,$,Grocery,zIXfcQDmTKed1ydOB7dPFA,Woodacre ,Marin County
3581,Fosters Freeze,38.00424,-122.30486,993 San Pable Ave,95464,3.5,79,$,Burgers,VYSK1Y_E9is-zhk08encfQ,Nice,Lake County
4050,La Villa Mexican Restaurant,38.0138588,-121.6410065,6111 Bethel Island Rd,94511,3.5,59,$,Mexican,s0UU7w00IEanAmLxoJGVTQ,Betherl Island,Contra Costa County
4051,Delta Sports Bar and Grill,38.01526688,-121.6405217,6210 Bethel Island Rd,94511,4,19,$$,American (Traditional),0wkL2VJqqIO5x8juL_VlPw,Betherl Island,Contra Costa County
4052,Tugs AKA Boathouse,38.01532,-121.64003,6210 Bethel Island Rd,94511,4,15,unavailable,Burgers,MU8xOYKqD68YTWziUBu6dw,Betherl Island,Contra Costa County
4053,Nantucket Too,38.01526688,-121.6405217,6210 Bethel Island Rd,94511,5,1,unavailable,American (New),Bq_gJp-hqrOATna4y3oeHQ,Betherl Island,Contra Costa County
4056,Guesthouse,37.95453,-122.54798,850 College Ave,94904,4,162,$$$,Cocktail Bars,tpZJb13luDMUwU3VuRAL-A,Greenbrae,Marin County
4087,Half Day Cafe,37.9543,-122.54803,848 College Ave,94904,4,287,$$,Breakfast & Brunch,LBKHga7_i8Y469-g9Y1CHw,Greenbrae,Marin County
4089,Kin Wah Restaurant,37.955247,-122.547236,937 Sir Francis Drake Blvd,94904,3,26,$,Chinese,DWIq2ChYhG-Oduo_fLjPUA,Greenbrae,Marin County
4095,Woodlands Cafe,37.95234,-122.54987,799 College Ave,94904,3,174,$$,Cafes,FwHCQN6iesUvwzS-fhG9NA,Greenbrae,Marin County
4096,Zee's Deli Wine and Spirits,37.9539199,-122.54588,913 Sir Francis Drake Blvd,94904,4,6,$,Delis,ZxPRSoe48_fMpcTCUXm2nw,Greenbrae,Marin County
4166,Jason's Restaurant,37.94235,-122.51889,300 Drakes Landing Rd,94904,4,335,$$$,Italian,aJOcS-6zhsHg0uEjpJqgSA,Greenbrae,Marin County
4197,Gott's Roadside,37.94561729,-122.5234145,302 Bon Air Ctr,94904,3,206,$$,American (Traditional),KRn7eblBrs-YC-_6_ITQ5g,Greenbrae,Marin County
4312,Oyama Sushi,37.94587,-122.523996,282 Bon Air Ctr,94904,3.5,125,$$,Japanese,KYpjDISLwUCV12SB2OUHkQ,Greenbrae,Marin County
4406,Papa Murphy's,37.94523,-122.52316,318 Bon Air Center,94904,3.5,29,$,Pizza,po3CUPEqmfMmrs4AfAkjBw,Greenbrae,Marin County
4409,VCE Cafe,37.95114,-122.53956,1034 D St,94904,3,5,unavailable,Cafes,7Dj57AZhz_Y5ldBs-XU3Cg,Greenbrae,Marin County
4419,Subway,37.945478,-122.522226,332 Bon Air Ctr,94904,3,23,$,Sandwiches,WdU_3nugrcBTxd8LpcrC1Q,Greenbrae,Marin County
4420,Greenbrae Grill,37.94752,-122.53545,250 Bon Air Rd,94904,2,5,$,Breakfast & Brunch,Qu-KoKBCIN1RFBZZZm_iIw,Greenbrae,Marin County
4423,Roadrunner Burrito,37.94638,-122.52545,158 Bon Air Ctr,94904,2,123,$,Mexican,rPqfh_W7lOs6RR0gShIKPQ,Greenbrae,Marin County
4709,Los 5 Pinos,37.93597,-122.34832,2207 MacDonald Ave,94875,2,1,unavailable,Mexican,HafCpy9_xxu7uVUyp8Ge3A,NAN,NAN
5321,Red Coach Deli,37.96961,-121.66581,3079 Knightsen Ave,94548,5,1,unavailable,Delis,AyBAbP9VoaGqfDP4IwmXqg,Knightsen,Contra Costa County
5342,Eleven,37.90973,-122.68608,11 Wharf Rd.,94924,4.5,28,$$,Hotels,TPkz7Cs-56zW0lcgFkPv4A,Bolinas ,Marin County
5343,Coast Cafe,37.90983835,-122.6852703,46 Wharf Rd,94924,3.5,245,$$,American (New),hPJxnpBk_2XKHCt5gi6X2A,Bolinas ,Marin County
5344,Barbary Coast Pizza and Catering,37.90937,-122.68575,14 Wharf Rd,94924,4.5,3,unavailable,Pizza,zrdcshFDOKM6a-VeAK1Bew,Bolinas ,Marin County
5345,BoVida,37.90948309,-122.6861035,6 Wharf Rd,94924,4.5,6,unavailable,Acai Bowls,9eZx_fKfeTdUspFIak7eGA,Bolinas ,Marin County
5346,The Siren Canteen,37.895969,-122.639562,3201 Hwy 1,94970,4.5,231,$,Burgers,TRf_Aoq2Gl71GebevaRPbQ,Stinson Beach,Marin County
5347,Sand Dollar Restaurant,37.89858959,-122.6389299,3458 Shoreline Hwy 1,94970,3,423,$$,Seafood,I3g9IDrHeYsjtgMjeWZsHQ,Stinson Beach,Marin County
5348,Parkside Cafe,37.89766992,-122.6397601,43 Arenal Ave,94970,3,590,$$,American (Traditional),pKTR6gCF6_84ftXVLIGrzA,Stinson Beach,Marin County
5349,Breakers Cafe,37.8983,-122.63916,3465 Hwy 1,94970,3.5,198,$$,Breakfast & Brunch,yhFQSw02txaZwx2mzOqzAg,Stinson Beach,Marin County
5350,Parkside Snack Bar,37.89765,-122.639655,43 Arsenal Ave,94970,3,87,$,Fast Food,f-DpZQHKzp77gHbPtvQOow,Stinson Beach,Marin County
6053,Vin Alegro,37.90378373,-121.6027559,1520 Discovery Bay Blvd,94505,4,28,unavailable,American (New),JcmVeXlDIH7acu_XkZ3hNQ,Discovery Bay,Contra Costa County/Alameda County
6054,DB Steakhouse,37.89061607,-121.602073,2477 Discovery Bay Blvd,94505,3,222,$$,Sports Bars,7il7HRoQe-DsvxyKr8PuBQ,Discovery Bay,Contra Costa County/Alameda County
6055,Matsuyama Restaurant,37.89008,-121.62036,14870 Hwy 4,94505,4,141,$$,Japanese,2obhHl_cG9SY7CfDdhqiNg,Discovery Bay,Contra Costa County/Alameda County
6056,La Taqueria Limon,37.891186,-121.620727,14840 Hwy 4,94505,3.5,165,$,Mexican,yEqYD8ZcPgz6wogHmApKVg,Discovery Bay,Contra Costa County/Alameda County
6057,Mountain Mike's Pizza,37.9040899,-121.60383,1555 Riverlake Rd,94505,4.5,35,$$,Pizza,8bEm3opyjLV_4UtMwnOwtQ,Discovery Bay,Contra Costa County/Alameda County
6058,China Wok,37.89009063,-121.6205439,14850 California 4,94505,3.5,50,$,Chinese,uUKDXnx1skXYthoX_WzffA,Discovery Bay,Contra Costa County/Alameda County
6059,Oriental House,37.89107,-121.60149,2453 Discovery Bay Blvd,94505,3,68,$$,Chinese,A7YcKr7VhdIDy9EFWEkAIw,Discovery Bay,Contra Costa County/Alameda County
6060,Big Al's Cafe,37.89008,-121.62036,14870 Hwy 4,94505,3,82,$$,American (Traditional),drIyWbVeE1G8vUvGgmobSQ,Discovery Bay,Contra Costa County/Alameda County
6061,Callahan's Coffee & Cones,37.9040899,-121.60383,1555 Riverlake Rd,94505,5,57,$,Coffee & Tea,7H6WmgCzsrWHQ0l49-nxxg,Discovery Bay,Contra Costa County/Alameda County
6062,The Guy's Tri Tip & BBQ,37.9011827,-121.6022434,,94505,3,5,unavailable,Food Trucks,yKsrfUlnDOWiLCqoVBJtvA,Discovery Bay,Contra Costa County/Alameda County
6063,Round Table Pizza,37.89022327,-121.6206865,14870 H Highway 4,94505,3,75,$$,Pizza,CzSwUq-7F5AkXzcGEmk9Nw,Discovery Bay,Contra Costa County/Alameda County
6064,Subway,37.89008,-121.62036,14870 Hwy 4,94505,4,22,$,Sandwiches,p3M2hvmFAnQg57x9DKJn4g,Discovery Bay,Contra Costa County/Alameda County
6065,Boardwalk Grill,37.90226364,-121.5881195,5879 Marina Rd,94505,3,284,$$,American (Traditional),xTkGEiaCjdP8_2bJ4XE_Pw,Discovery Bay,Contra Costa County/Alameda County
6848,Forli Restaurant & Bar,37.85171,-122.03226,3160 Danville Blvd,94507,4.5,130,$$,Italian,5L82Qfe36GRibgEMFTg4ng,Alamo,Contra Costa County
6849,The Peasant's Courtyard,37.84963,-122.03265,3195 Danville Blvd,94507,4,324,$$,American (Traditional),3OwWzbtvg7ZyqpscqpaOxw,Alamo,Contra Costa County
6850,Maguey Mexican Restaurant,37.85131,-122.03093,3168 Danville Blvd,94507,4,49,unavailable,Mexican,dP7FLsyWW_m8sWQCGJk1eA,Alamo,Contra Costa County
6852,RJ's Asian Fusion,37.851848,-122.032223,3162 Danville Blvd,94507,4,106,$$,Japanese,D9cfqhzfggWB6nFQofBHKA,Alamo,Contra Costa County
6853,The Afghan Chef,37.85009003,-122.0323868,,94507,5,1,unavailable,Afghan,#NAME?,Alamo,Contra Costa County
6854,Lamorinda Pizza,37.8491,-122.03138,3206 Danville Blvd,94507,4.5,34,$,Pizza,R17oEL0Q0RMs8Xv2d0O5sA,Alamo,Contra Costa County
6855,Alamo Palace Chinese Restaurant,37.851522,-122.035002,120 Alamo Plz,94507,3.5,136,$$,Chinese,daIBXuupXnjHRgnA1IQSLA,Alamo,Contra Costa County
6856,Xenia Bistro,37.85002269,-122.0336719,115 Alamo Plz,94507,3,149,$$,American (New),UZGpqEBxekUuPOFrWLksuw,Alamo,Contra Costa County
6857,Ha-La Sushi,37.85214785,-122.0344976,115-C Alamo Plz,94507,3.5,113,$$,Japanese,qoBMKlU4HkAfGJUlQq0C4w,Alamo,Contra Costa County
6858,Five Guys,37.8499628,-122.0338836,190 Alamo Plz,94507,2.5,65,$$,Burgers,Od6r4jjQy49bBNAUII5iGg,Alamo,Contra Costa County
6859,High Tech Burrito,37.85246429,-122.0350074,120-A Alamo Plz,94507,3,110,$,Mexican,tSbWboFgIDokjBAoOyyN1g,Alamo,Contra Costa County
6860,Brass Bear Delicatessen,37.8499669,-122.0338859,190 Alamo Plz,94507,4,157,$,Delis,z0VswHbUyZWlkNLLntHpBw,Alamo,Contra Costa County
6861,Round Table Pizza,37.85218865,-122.0362218,150-A Alamo Plz,94507,3.5,107,$$,Pizza,S5mkoqAUOFDIkav1Cgkr7A,Alamo,Contra Costa County
6862,Panera Bread,37.85108598,-122.0339227,215 Alamo Plz,94507,3,62,$$,Salad,0Ew0mijEK3gHX6tLFbC_Eg,Alamo,Contra Costa County
6863,Papa Murphy's,37.85258,-122.0335,3000 Danville Blvd.,94507,3.5,27,$,Pizza,6dyzn98umVWv3ebN0nifdg,Alamo,Contra Costa County
6864,Alamo Cafe,37.84997177,-122.0318069,1 Alamo Sq,94507,4,133,$,American (Traditional),rcHe3NF-D8l3CLEXiC12Mw,Alamo,Contra Costa County
6865,Cherubini Coffee House,37.85015,-122.03145,37 Alamo Sq,94507,4,111,$,Coffee & Tea,7JvGMRJjvD_paTpDnVJAwA,Alamo,Contra Costa County
6866,Extreme Pizza - Alamo,37.84811262,-122.0316022,3227 Danville Blvd,94507,4,83,$,Pizza,6phqEtXUF5mIQqlZ01WUyA,Alamo,Contra Costa County
6867,Taco Bell,37.851769,-122.031882,3160-D Danville Blvd.,94507,2.5,26,$,Fast Food,oCgRz29Q1D6nrAT-vrH_bw,Alamo,Contra Costa County
6868,Bagel Street Cafe,37.84995209,-122.0337572,124 Alamo Plz,94507,3,85,$,Bagels,h1yGdVRYIg5Sam8owiLkEg,Alamo,Contra Costa County
6870,Subway,37.85171,-122.03226,3160 Danville Blvd,94507,1.5,25,$,Sandwiches,3hGjq1oLsErxsfpOrc9v7g,Alamo,Contra Costa County
6871,Salvador Family Farm,37.88272,-121.66945,815 Hoffman Ln,94514,4.5,9,$,Food Stands,QJc3dBElOjeoVE9YrN40gA,Byron ,Contra Costa County/Alameda County
6872,Taqueria Diaz,37.86731,-121.63781,15031 Byron Hwy,94514,4,53,$,Mexican,BlXFknYIiHSGudESc3PRfA,Byron ,Contra Costa County/Alameda County
6873,Byron Inn Cafe,37.85088941,-121.6232365,16141 Byron Hwy,94514,4,260,$$,Breakfast & Brunch,2_Op_5l9Ic5_psgbDK5KMg,Byron ,Contra Costa County/Alameda County
6874,McDonald's,37.88975,-121.62075,14896 Highway 4,94514,2,48,$,Burgers,q_FaaeWM0krEFhUCMlF6NQ,Byron ,Contra Costa County/Alameda County
7182,Black Bear Diner,37.837469,-122.293889,5750 Christie Ave,95616,3,722,$$,Diners,oqU4zijtcB3PhzF3qwz7ZA,Davis,Yolo County
8052,Critter Cafe,37.82525342,-122.1604086,Pinehurst Rd,94516,4.5,2,$,Cafes,cqAuwY39WDEJ3jS7IbCR6A,Canyon ,Contra Costa County
10630,Burger King,37.768103,-122.177503,7757 Irlo Bronson Memorial Hwy,34747,1.5,23,$,Burgers,8H6AniEuQ1YsxAQ3JJGsHg,Kissimmee,FL
10721,Bishop Farms,37.76486283,-121.96481,2600 Camino Ramon,94683,3,10,$,American (New),toz0VhsZK0MKVDCbT-vRMQ,NAN,NAN
10780,Lanka2Go,37.78704834,-121.5449219,595 N Ortega Dr,95391,5,1,unavailable,DJs,OjsEiyYkNajCS8zP9zg_vw,Tracy,Alameda County
11820,RCJ Construction Services,37.67549133,-121.7582169,,78130,1,1,unavailable,Contractors,i9-LvK55bnHf1Qou-sDzLg,New Braunfels,TX
11835,Blue Moon Kettle,37.7582199,-121.548418,,95391,2,1,unavailable,Food Stands,AkFP2Ui_r4cAqniCb2EyYg,Tracy,Alameda County
11836,Taqueria Jalos,37.72295744,-121.5322068,25456 S Schulte Rd,95377,2.5,69,$,Mexican,eurKEealOCSqG_fGaOycSQ,Tracy,Alameda County
11837,Wienerschnitzel,37.7231,-121.53278,25432 South Schulte Rd,95377,3,26,$,Fast Food,cynq2N3E7n63jm_97UiVOQ,Tracy,Alameda County
11838,Subway,37.72279348,-121.53283,25440 S Schulte Rd,95304,2,15,$,Sandwiches,0_IJ3j3b9ObRy6vJyKIgjA,Tracy,San Joaquin County
12378,TipTop Tavern,37.68691,-122.12854,391 Lewelling Blvd,94580,4.5,28,$,American (Traditional),kD4p-BClFytXvtYdCSYWFA,San Lorenzo,Alameda County
12387,Flavor of India,37.68053115,-122.1268029,15930 Hesperian Blvd,94580,4,509,$$,Indian,ipeU-rvjCg4d1yD2MDBkOA,San Lorenzo,Alameda County
12391,Black Angus Steakhouse,37.68278,-122.12803,15800 Hesperian Blvd.,94580,3,584,$$,Steakhouses,fE2YW4Y_5yqYcyzJ7Oypmw,San Lorenzo,Alameda County
12398,Kusinera,37.6866358,-122.1225091,15 E Lewelling Blvd,94580,3.5,44,$,Filipino,PHtdInCH1AWjcfikWiC3CQ,San Lorenzo,Alameda County
12408,Classic Burger,37.6804503,-122.1277322,15927 Hesperian Blvd,94580,4.5,221,$,Burgers,EQz1AMvBXMFoKrWWo_R6hw,San Lorenzo,Alameda County
12410,R & D Cafe,37.6769537,-122.1426363,15813 Channel St,94580,4,416,$,Vietnamese,w5Tdm1hLhPR4v66uvKj_Pw,San Lorenzo,Alameda County
12417,Hunan Restaurant,37.67508,-122.12455,17383 Hesperian Blvd,94580,4,362,$,Chinese,OIAMtMaMdnF8RDDt3GSV7Q,San Lorenzo,Alameda County
12439,Ichi,37.6823387,-122.1270218,15828 Hesperian Blvd,94580,3.5,193,$$,Japanese,2fI1iY6pfJxS6bG28KDQsA,San Lorenzo,Alameda County
12443,Fresh Pizza Restaurant,37.6768373,-122.1425646,15829 Channel St,94580,3.5,142,$$,Pizza,Og2XvLZuImvMoAuOp8d0iA,San Lorenzo,Alameda County
12446,Avila's Taqueria-to go,37.68637848,-122.1171188,16841 Meekland Ave,94580,4,89,$,Mexican,DxE4dfYxzAnJxRPZnwuGpQ,San Lorenzo,Alameda County
12452,Frodo Joe's Coffee & Tea,37.67366,-122.1235,17665 Hesperian Blvd,94580,4.5,650,$,Coffee & Tea,p5OO-EvUSz-ZcaLGXwvj-w,San Lorenzo,Alameda County
12455,Tao's Fresh,37.67676611,-122.1431522,15809 Channel St,94580,3.5,112,$,Asian Fusion,WSTDjw5ITIFQVbiM59JBpA,San Lorenzo,Alameda County
12466,Papa Pancho's Taqueria,37.680083,-122.128009,15939 Hesperian Blvd,94580,3.5,90,$,Mexican,HCBEWgABh_4wwLGNOs5G8Q,San Lorenzo,Alameda County
12467,Peking Garden,37.68026971,-122.126587,15950 Hesperian Blvd,94580,3.5,152,$$,Chinese,N7zxNfrUL_YEYdltTvU_aw,San Lorenzo,Alameda County
12469,Popeyes Louisiana Kitchen,37.67437,-122.12395,17555 Hesperian Blvd,94580,2,177,$,Fast Food,enmSC5rmq_GOZtsa3P0JZg,San Lorenzo,Alameda County
12470,Taqueria Camino Real,37.68789135,-122.1294303,15568 Hesperian Blvd,94580,3.5,107,$,Mexican,RL9UjN_kQ9zBrKK4NmEIKA,San Lorenzo,Alameda County
12471,Taqueria El Mezcal,37.68642426,-122.1224976,5 E Lewelling Blvd,94580,3.5,66,$,Mexican,JDzPXvuFMrMN8k395-PG_Q,San Lorenzo,Alameda County
12472,New York Pizza,37.6865651,-122.1212344,39 E Lewelling Blvd,94580,3,85,$,Pizza,UEFdltH0Ey3sElcyV_7awg,San Lorenzo,Alameda County
12478,Mountain Mike's Pizza,37.686986,-122.138399,699 Lewelling Blvd,94576,3,97,$$,Pizza,yxThGCm_7by_WI_dk5GfWg,Deer Park,Napa County
12483,Neveria Y Antojitos Avila's,37.68641872,-122.1166956,16828 Meekland Ave,94580,4,7,$,Desserts,Xbs_tRToj84cszeKG8-M7g,San Lorenzo,Alameda County
12488,Quickly,37.672989,-122.1221398,17940 Hesperian Blvd,94580,3,58,$,Bubble Tea,wZL_sySI0rVgNelnsGEzDQ,San Lorenzo,Alameda County
12491,Lee's Donuts,37.68641663,-122.1216202,35 E Lewelling Blvd,94580,4,20,$,Donuts,nCsTuhvO1eVRLit5TOsKnA,San Lorenzo,Alameda County
12496,Wendy's,37.67466736,-122.1244659,17435 Hesperian Blvd,94580,2.5,49,$,Fast Food,LBttrLnew-51LqqGAWCxYg,San Lorenzo,Alameda County
12497,Round Table Pizza,37.68007851,-122.1264562,15960 Hesperian Blvd,94580,2,90,$$,Pizza,qdzpT_Bp0Icrb30dcNvMLA,San Lorenzo,Alameda County
12500,Little Caesars Pizza,37.67296955,-122.1221391,17900 Hesperian Boulevard,94580,2,53,$,Pizza,xbmNvy5VEVrV9uZTfUbMkw,San Lorenzo,Alameda County
12506,KFC,37.6741673,-122.123027,17630 Hesperian Blvd.,94580,2,58,$,Fast Food,k9fA64DvisVo48ljng1DOw,San Lorenzo,Alameda County
12509,Ros Donuts,37.681089,-122.127167,15918 Hesperian Blvd,94580,3,54,$,Donuts,Wk75SP2q3jXu-wABOYfSAA,San Lorenzo,Alameda County
12520,Jack in the Box,37.674706,-122.1232835,17550 Hesperian Blvd,94580,2,28,$,Burgers,RCOLZ1wGcB0V3CV5sqkA9g,San Lorenzo,Alameda County
13276,Jack in The Box,37.71591118,-121.522977,26030 S Corporate Ct,95377,1,1,$,Fast Food,zpmFKzfH2mIxHv8sd8MIlw,Tracy,Alameda County
13575,Sarku Japan,37.6372289,-122.4175851,1150 El Camino Real,94096,2.5,104,$,Japanese,HsNid0WeAXC7gbcnXPUG8A,NAN,NAN
13611,Pinoy Place,37.6705693,-122.12213,676 Bockman Rd,94580,4,26,$,Filipino,b_cXbgSdEfbvUoOvsy0aXg,San Lorenzo,Alameda County
13612,Pupuseria El Girasol,37.672378,-122.121704,18200 Hesperian Blvd,94580,3.5,82,$,Salvadoran,PG1EVNPMa5DiZ0-a9GNGGA,San Lorenzo,Alameda County
13633,Taqueria El Mezcal,37.67128797,-122.1212299,18502 Hesperian Blvd,94580,3,99,$,Mexican,bfWN26g-71fQYMjdE6go-g,San Lorenzo,Alameda County
13647,Asia Delight Express Three,37.671536,-122.121304,18444 Hesperian Blvd,94580,3,70,$,Chinese,CGL96IPnqw4PPdwgxXrBXA,San Lorenzo,Alameda County
13680,Subway,37.672684,-122.121889,18030 Hesperian Blvd,94580,3.5,19,$,Sandwiches,OeIb9HcEzYo_VKcliFnXBw,San Lorenzo,Alameda County
14501,Casa Bella Bistro,37.593676,-121.888363,11984 Main St,94586,4.5,26,unavailable,Cafes,n5NMCXhEzTKmq6UvgG_j0g,Sunol,Alameda County
14502,Bosco's Bones & Brew,37.593866,-121.887993,11922 Main St,94586,3,175,$$,Bars,PLLHD0EuEgJQ5qHIVJVKMg,Sunol,Alameda County
14505,La Costanera,37.54603195,-122.5139415,8150 Cabrillo Hwy,94037,3.5,1256,$$$,Latin American,tCh_q4kkDs-glBGRuONyXg,Montara ,San Maeto County
14506,Gherkin's Sandwich Shop,37.542469,-122.5156784,171 7th St,94037,4,288,$$,Sandwiches,Gftfs8v9rlR3YE25apgrcg,Montara ,San Maeto County
15179,Mr. Chow's Fast Food,37.54254,-122.03523,35204 Newark Blvd,7175,1,1,unavailable,Chinese,VfRrXf1EgTqTzW14SRzTmA,Newark,NJ
15257,Coconut Guy,37.57198179,-121.8836997,Andrade Rd,94586,4.5,4,unavailable,Food Stands,UtpL4yPeDKJX3WdXb5EO4g,Sunol,Alameda County
15258,Moss Beach Distillery,37.51778,-122.51283,140 Beach Way,94038,3.5,1241,$$$,Seafood,9N2SyYEqGTL3pZnhyiFHzg,Moss Beach,San Mateo County
15259,Here Comes The Sun,37.54117,-122.51609,8455 N Cabrillo Hwy,94037,4.5,145,$,Cafes,d3trbu-A0LZ1Ppidjbr0uw,Montara ,San Maeto County
15260,El Gran Amigo Taqueria,37.52682449,-122.5131124,2448 Cabrillo Hwy,94038,4,197,$,Tacos,#NAME?,Moss Beach,San Mateo County
15262,Odyssey Pizza,37.528453,-122.513717,2350 Carlos St,94038,3.5,113,$$,Greek,GjAqILq2FiXSWFYmktPEZQ,Moss Beach,San Mateo County
15268,Seville Tapas,37.50476941,-122.4862491,450 Capistrano Rd,94018,4,235,$$,Tapas/Small Plates,jMl7w9qpEKaiWjfYzr0y2A,El Granada ,San Mateo County
15275,The Press,37.50615,-122.48109,107 Sevilla Ave,94018,4,258,$$,Breakfast & Brunch,T5dPjP-4dt9p9eYuOUxcWA,El Granada ,San Mateo County
15279,Harbor Pizza,37.50557,-122.48018,65 Alhambra Ave,94018,3.5,69,$$,Pizza,EtvpRSw6cZzJt7AzpfJj8g,El Granada ,San Mateo County
15312,Paul Martin's American Grill,37.53837561,-122.300821,101 Hillsdale Shopping Center,91362,3.5,1144,$$,American (New),vcZEmagJcaJiwoRweBNJhA,Thousand Oaks,Los Angeles County
15347,Tacos Peralta,37.54172,-122.28986,342 E Hillsdale Blvd,94407,4,205,$,Mexican,eOwiuibsL1VYfEmALbwnGA,San Mateo,San Mateo County
15843,Stazione Cafe,37.49760056,-122.2669983,,94071,3,1,unavailable,Restaurants,dWm_Ouf0H6BSrLHXm4p1mg,NAN,NAN
16162,Gold Rush Eatery,37.35513069,-122.0101988,1010 S Wolfe Rd,94036,4,137,$$,Food Trucks,rRVAOEHSBuvzOWkz6NJ72A,NAN,NAN
16859,Fosters Freeze,37.42773582,-121.9075708,78 Serra Way,95025,4,237,$,Ice Cream & Frozen Yogurt,_tX29mCxnp9YR2ynF4hzBg,NAN,NAN
18657,Biggâs Diner,37.72875,-122.14642,San Jose Street,1112,5,1,unavailable,Diners,UqGrisfMJTWl3s9CHvpSEQ,NAN,NAN
19326,Togoâs Sandwiches,37.29165,-121.99636,18574 Prospect Rd,96070,3,56,$,Sandwiches,QhNroiAN9YeNOWF7WpSw7g,Obrien ,Shasta
19898,Dominos Pizza,37.31579589,-121.8713021,Monterey Road,64440,5,1,unavailable,Food Delivery Services,wP6IrJ5Ilh7uiETe--NLEQ,De Kalb,MO
20029,Duarte's Tavern,37.25215409,-122.3828096,202 Stage Rd,94060,3.5,1155,$$,American (Traditional),kvNUHPQFxNaVK5gkjhTHWQ,Pescadero,San Mateo
20030,Arcangeli Grocery Co - Norm's Market,37.2533699,-122.38366,287 Stage Rd,94060,4.5,500,$,Bakeries,2KCAreZ359rtOJZTf5vzDA,Pescadero,San Mateo
20031,Mercado & Taqueria De Amigos,37.25193,-122.38337,1999 Pescadero Creek Rd,94060,4.5,182,$,Gas Stations,qKUZVG2NFJ3RUASoQa_9Qg,Pescadero,San Mateo
20032,Downtown Local,37.25223,-122.38345,213 Stage Rd,94060,4,163,$,Cafes,UrDkDGhS1NiV7CV0GaPs0g,Pescadero,San Mateo
20468,Mattia Pizza,36.97407005,-122.0309598,,95060,5,5,unavailable,Food Trucks,ehMR39g9buWG6MrVEZu5IQ,Santa Cruz,County of Santa Cruz
20593,Ate 3 One,37.03260803,-121.9835815,,95065,3.5,35,$$,Food Trucks,4aUwpoE5lMkmSYgTd0oHsw,Santa Cruz,Santa Cruz County
20665,Highway 1 Brewing Company,37.1653203,-122.3599673,5720 S Cabrillo Hwy,94060,3,420,$$,Gastropubs,sYTDdeMnp8u6_XEWXZddfA,Pescadero,San Mateo
20666,Cascade Restaurant,37.156611,-122.34891,2001 Rossi Rd,94060,3,172,$$,American (New),QJiT5WJffZTOxOCjgNVLyA,Pescadero,San Mateo
20667,Pine Tent BBQ & Brew,37.15679001,-122.3481766,2001 Rossi Rd,94060,3,2,unavailable,Barbeque,R7960GNl4G4GC9bGcwS-og,Pescadero,San Mateo
20668,Boulder Creek Lodge & Conference Center,37.15431,-122.16121,16901 Big Basin Way,95006,5,1,$,Bars,Qg6ylls11HB1fc9NZ8_5eQ,Boulder Creek ,Santa Cruz County
20669,Boulder Creek Roadside Cafe,37.152939,-122.13366,15520 Hwy 9,95006,4,54,$$$,Burgers,vYDVLzRBBo1R9UTHV_BTmg,Boulder Creek ,Santa Cruz County
20690,Boulder Creek Pizza & Pub,37.1253699,-122.12189,13200 Central Ave,95006,4,177,$$,Pizza,pGUo8yz2uLGjv31DalWSZQ,Boulder Creek ,Santa Cruz County
20691,Tae's Edo Sushi Bar & Grill,37.12635,-122.12293,13271 Hwy 9,95006,4.5,133,$$,Japanese,XgQnxSNqxMu6F70n80YTwA,Boulder Creek ,Santa Cruz County
20692,The Red Pearl,37.124599,-122.122444,13151 Hwy 9,95006,4.5,273,$,Chinese,bZUBGGnDAc91q0EzI-L4Bg,Boulder Creek ,Santa Cruz County
20693,Scopazzi's,37.12526,-122.12426,13300 Big Basin Way,95006,3.5,213,$$,American (New),tsmIVuoKw4zTqrCsEQubqg,Boulder Creek ,Santa Cruz County
20694,Treehouse Cafe,37.12610918,-122.1224486,13271 CA-9,95006,3.5,7,unavailable,Cafes,YaglZlvl2Nc_DA9rQVbt7w,Boulder Creek ,Santa Cruz County
20695,Bellaâs Cafe,37.12448383,-122.1218848,13132 CA-9,95006,4.5,11,unavailable,Cafes,M0OLNCK0_kvNmLbdZEpH9w,Boulder Creek ,Santa Cruz County
20696,Taqueria Los Amigos,37.12358404,-122.1216005,13070 Hwy 9,95006,3.5,111,$,Mexican,jB6CcyUbZXEFucDYs9J9gQ,Boulder Creek ,Santa Cruz County
20697,Jenna Sue's Cafe,37.123939,-122.121513,13090 Hwy 9,95006,4,92,$,Coffee & Tea,qxv5zZaKAvF42RQCSZ65lQ,Boulder Creek ,Santa Cruz County
20698,Fosters Freeze,37.1203,-122.120521,110 Mountain Ave,95006,4.5,107,$,Ice Cream & Frozen Yogurt,jidYPvo__dn4V6GTj9I8Ow,Boulder Creek ,Santa Cruz County
20699,Ronnie's Meat Market,37.12548,-122.12273,13225 Hwy 9,95006,3.5,21,$$,Delis,Wla_RpphLc7Xt1sHkFXNfg,Boulder Creek ,Santa Cruz County
20700,Redwood Keg Liquor & Deli,37.12244415,-122.120903,12980 Hwy 9,95006,4.5,48,$,"Beer, Wine & Spirits",qGyifetwNUZ6ikFXfIRPCQ,Boulder Creek ,Santa Cruz County
